Student.id,GPA,Achievement,Organization,Recommendation,Work.experience,Status
002061,3.38,1,FALSE,FALSE,FALSE,n
002062,3.48,1,FALSE,FALSE,FALSE,n
002063,3.4,0,TRUE,FALSE,TRUE,n
002064,3.91,1,TRUE,TRUE,FALSE,y
002065,3.91,2,FALSE,TRUE,TRUE,y
002066,3.62,1,TRUE,FALSE,FALSE,n
002067,3.39,1,FALSE,FALSE,FALSE,n
002068,3.65,0,FALSE,FALSE,TRUE,n
002069,3.72,5,TRUE,TRUE,TRUE,y
002070,3.75,2,FALSE,TRUE,FALSE,y
002071,3.35,1,FALSE,FALSE,TRUE,n
002072,3.57,0,TRUE,FALSE,TRUE,n
002073,3.49,1,FALSE,TRUE,TRUE,n
002074,3.33,1,FALSE,TRUE,FALSE,n
002075,3.31,0,FALSE,FALSE,TRUE,n
002076,3.81,4,FALSE,TRUE,TRUE,y
002077,3.62,1,TRUE,FALSE,TRUE,n
002078,3.43,0,FALSE,FALSE,TRUE,n
002079,3.45,1,FALSE,FALSE,FALSE,n
002080,3.42,0,FALSE,FALSE,FALSE,n
002081,3.35,0,TRUE,FALSE,FALSE,n
002082,3.36,1,FALSE,FALSE,TRUE,n
002083,3.78,1,FALSE,TRUE,FALSE,y
002084,3.95,3,FALSE,TRUE,FALSE,y
002085,3.3,0,FALSE,TRUE,FALSE,n
002086,3.49,0,FALSE,FALSE,TRUE,n
002087,3.3,0,FALSE,FALSE,TRUE,n
002088,3.68,4,FALSE,TRUE,TRUE,y
002089,3.51,0,FALSE,FALSE,TRUE,n
002090,3.69,2,FALSE,TRUE,FALSE,y
002091,3.98,5,FALSE,FALSE,TRUE,y
002092,3.55,1,TRUE,FALSE,FALSE,n
002093,3.94,5,FALSE,TRUE,FALSE,y
002094,3.63,1,TRUE,FALSE,TRUE,n
002095,3.97,4,TRUE,TRUE,FALSE,y
002096,3.96,2,TRUE,TRUE,FALSE,y
002097,3.64,0,TRUE,FALSE,TRUE,n
002098,3.66,5,FALSE,TRUE,TRUE,y
002099,3.52,0,FALSE,FALSE,FALSE,n
002100,3.41,0,FALSE,TRUE,TRUE,n
002101,3.45,0,FALSE,FALSE,FALSE,n
002102,3.48,1,TRUE,TRUE,TRUE,n
002103,3.57,0,TRUE,FALSE,FALSE,n
002104,3.6,0,TRUE,TRUE,FALSE,n
002105,3.8,5,TRUE,TRUE,FALSE,y
002106,3.77,1,FALSE,TRUE,TRUE,y
002107,3.46,0,FALSE,FALSE,FALSE,n
002108,3.6,0,FALSE,FALSE,FALSE,n
002109,3.97,1,FALSE,TRUE,FALSE,y
002110,3.48,1,TRUE,FALSE,TRUE,n
002111,3.31,0,TRUE,TRUE,TRUE,n
002112,3.33,0,TRUE,FALSE,FALSE,n
002113,3.55,0,FALSE,FALSE,TRUE,n
002114,3.92,2,FALSE,TRUE,FALSE,y
002115,3.53,0,FALSE,FALSE,TRUE,n
002116,3.34,1,FALSE,FALSE,TRUE,n
002117,3.49,0,FALSE,FALSE,FALSE,n
002118,3.76,1,FALSE,FALSE,FALSE,y
002119,3.78,4,FALSE,TRUE,TRUE,y
002120,3.6,0,TRUE,FALSE,TRUE,n
002121,3.39,0,FALSE,FALSE,FALSE,n
002122,3.72,4,FALSE,TRUE,TRUE,y
002123,3.97,2,FALSE,TRUE,FALSE,y
002124,3.86,3,TRUE,TRUE,FALSE,y
002125,3.32,1,FALSE,TRUE,TRUE,n
002126,3.56,0,FALSE,FALSE,TRUE,n
002127,3.58,0,FALSE,FALSE,TRUE,n
002128,3.82,3,FALSE,TRUE,FALSE,y
002129,3.86,3,FALSE,TRUE,TRUE,y
002130,3.69,1,TRUE,TRUE,FALSE,y
002131,3.96,4,FALSE,TRUE,TRUE,y
002132,3.56,1,TRUE,FALSE,FALSE,n
002133,3.53,1,TRUE,FALSE,FALSE,n
002134,3.53,1,FALSE,FALSE,FALSE,n
002135,3.59,0,TRUE,FALSE,FALSE,n
002136,3.66,2,FALSE,TRUE,FALSE,y
002137,3.38,0,TRUE,FALSE,TRUE,n
002138,3.64,0,TRUE,FALSE,TRUE,n
002139,3.35,0,TRUE,FALSE,TRUE,n
002140,3.66,4,TRUE,TRUE,TRUE,y
002141,3.66,2,FALSE,TRUE,FALSE,y
002142,3.87,1,FALSE,TRUE,TRUE,y
002143,3.71,3,TRUE,TRUE,FALSE,y
002144,3.42,0,FALSE,TRUE,FALSE,n
002145,3.32,0,FALSE,FALSE,TRUE,n
002146,3.5,0,TRUE,TRUE,FALSE,n
002147,3.45,0,FALSE,TRUE,FALSE,n
002148,3.62,1,TRUE,FALSE,FALSE,n
002149,3.59,1,TRUE,FALSE,FALSE,n
002150,3.9,5,TRUE,TRUE,TRUE,y
002151,3.45,1,FALSE,FALSE,FALSE,n
002152,3.49,1,FALSE,FALSE,TRUE,n
002153,3.62,1,TRUE,FALSE,TRUE,n
002154,3.54,0,TRUE,TRUE,TRUE,n
002155,3.42,0,TRUE,FALSE,FALSE,n
002156,3.35,1,FALSE,FALSE,TRUE,n
002157,3.34,0,FALSE,FALSE,FALSE,n
002158,3.44,0,FALSE,TRUE,FALSE,n
002159,3.84,3,TRUE,TRUE,TRUE,y
002160,3.33,0,TRUE,TRUE,TRUE,n
002161,3.96,2,FALSE,TRUE,TRUE,y
002162,3.34,1,FALSE,TRUE,TRUE,n
002163,3.88,4,TRUE,TRUE,FALSE,y
002164,3.52,0,FALSE,FALSE,FALSE,n
002165,3.91,4,TRUE,TRUE,FALSE,y
002166,3.57,0,FALSE,FALSE,FALSE,n
002167,3.91,1,FALSE,TRUE,FALSE,y
002168,3.36,0,FALSE,FALSE,FALSE,n
002169,3.47,0,TRUE,FALSE,TRUE,n
002170,3.89,1,TRUE,TRUE,TRUE,y
002171,3.86,3,FALSE,TRUE,TRUE,y
002172,3.87,4,FALSE,TRUE,FALSE,y
002173,3.56,0,TRUE,FALSE,TRUE,n
002174,3.56,0,FALSE,FALSE,FALSE,n
002175,3.43,1,FALSE,FALSE,TRUE,n
002176,3.72,5,FALSE,TRUE,TRUE,y
002177,3.37,1,TRUE,FALSE,TRUE,n
002178,3.79,2,TRUE,TRUE,FALSE,y
002179,3.47,1,FALSE,FALSE,FALSE,n
002180,3.68,5,FALSE,TRUE,TRUE,y
002181,3.55,1,FALSE,FALSE,FALSE,n
002182,3.64,0,TRUE,FALSE,TRUE,n
002183,3.99,3,TRUE,TRUE,FALSE,y
002184,3.42,1,FALSE,FALSE,TRUE,n
002185,3.81,5,FALSE,TRUE,FALSE,y
002186,3.37,0,TRUE,FALSE,FALSE,n
002187,3.89,1,FALSE,TRUE,FALSE,y
002188,3.93,3,FALSE,TRUE,TRUE,y
002189,3.94,2,TRUE,TRUE,FALSE,y
002190,3.88,4,FALSE,TRUE,FALSE,y
002191,3.7,3,TRUE,TRUE,FALSE,y
002192,3.36,1,FALSE,TRUE,FALSE,n
002193,3.56,1,TRUE,TRUE,FALSE,n
002194,3.83,4,TRUE,TRUE,TRUE,y
002195,3.91,2,FALSE,TRUE,FALSE,y
002196,3.64,1,FALSE,FALSE,TRUE,n
002197,3.75,2,FALSE,TRUE,FALSE,y
002198,3.91,5,FALSE,TRUE,FALSE,y
002199,3.73,5,TRUE,FALSE,TRUE,y
002200,3.5,0,TRUE,TRUE,FALSE,n
002201,3.95,4,TRUE,TRUE,TRUE,y
002202,3.56,0,TRUE,FALSE,FALSE,n
002203,3.73,2,FALSE,TRUE,FALSE,y
002204,3.54,1,TRUE,FALSE,FALSE,n
002205,3.5,1,FALSE,FALSE,TRUE,n
002206,3.36,0,FALSE,TRUE,TRUE,n
002207,3.55,0,TRUE,TRUE,TRUE,n
002208,3.95,5,FALSE,TRUE,FALSE,y
002209,3.45,0,FALSE,TRUE,TRUE,n
002210,3.76,1,TRUE,TRUE,TRUE,y
002211,3.47,0,TRUE,FALSE,TRUE,n
002212,3.6,1,FALSE,FALSE,FALSE,n
002213,3.48,1,TRUE,FALSE,FALSE,n
002214,3.69,5,FALSE,TRUE,TRUE,y
002215,3.91,2,TRUE,TRUE,FALSE,y
002216,3.66,4,FALSE,TRUE,TRUE,y
002217,3.81,5,TRUE,TRUE,FALSE,y
002218,3.68,5,FALSE,TRUE,FALSE,y
002219,3.49,0,TRUE,FALSE,TRUE,n
002220,3.36,1,FALSE,FALSE,TRUE,n
002221,3.73,4,FALSE,TRUE,TRUE,y
002222,3.88,2,TRUE,TRUE,TRUE,y
002223,3.7,3,FALSE,TRUE,FALSE,y
002224,3.34,1,FALSE,FALSE,TRUE,n
002225,3.56,0,TRUE,FALSE,TRUE,n
002226,3.47,0,TRUE,FALSE,TRUE,n
002227,3.41,1,FALSE,FALSE,TRUE,n
002228,3.45,0,FALSE,TRUE,FALSE,n
002229,3.85,2,FALSE,FALSE,FALSE,y
002230,3.31,0,TRUE,TRUE,FALSE,n
002231,3.47,1,TRUE,FALSE,FALSE,n
002232,3.72,2,TRUE,TRUE,TRUE,y
002233,3.43,0,TRUE,TRUE,TRUE,n
002234,3.41,1,TRUE,TRUE,TRUE,n
002235,3.84,4,TRUE,TRUE,TRUE,y
002236,3.44,1,TRUE,TRUE,TRUE,n
002237,3.56,1,TRUE,FALSE,TRUE,n
002238,3.55,0,TRUE,TRUE,FALSE,n
002239,3.43,1,FALSE,FALSE,FALSE,n
002240,3.75,5,FALSE,TRUE,FALSE,y
002241,3.5,0,TRUE,FALSE,TRUE,n
002242,3.64,0,FALSE,TRUE,TRUE,n
002243,3.39,1,TRUE,FALSE,FALSE,n
002244,3.6,0,TRUE,FALSE,FALSE,n
002245,3.71,3,FALSE,TRUE,TRUE,y
002246,3.32,0,FALSE,FALSE,TRUE,n
002247,3.44,0,TRUE,FALSE,TRUE,n
002248,3.75,1,TRUE,TRUE,FALSE,y
002249,3.3,1,FALSE,FALSE,FALSE,n
002250,3.85,5,FALSE,TRUE,TRUE,y
002251,3.67,4,TRUE,TRUE,TRUE,y
002252,3.48,1,TRUE,TRUE,TRUE,n
002253,3.38,1,FALSE,FALSE,TRUE,n
002254,3.46,1,TRUE,FALSE,TRUE,n
002255,3.88,1,FALSE,TRUE,FALSE,y
002256,3.75,2,FALSE,TRUE,FALSE,y
002257,3.43,0,FALSE,TRUE,TRUE,n
002258,3.37,0,TRUE,FALSE,FALSE,n
002259,3.72,3,TRUE,FALSE,FALSE,y
002260,3.47,0,FALSE,FALSE,FALSE,n
002261,3.48,0,TRUE,TRUE,FALSE,n
002262,3.87,5,TRUE,TRUE,TRUE,y
002263,3.3,1,FALSE,FALSE,FALSE,n
002264,3.63,0,TRUE,TRUE,TRUE,n
002265,3.33,0,TRUE,FALSE,FALSE,n
002266,3.72,5,FALSE,TRUE,FALSE,y
002267,3.4,0,FALSE,FALSE,TRUE,n
002268,3.58,1,FALSE,TRUE,TRUE,n
002269,3.56,0,FALSE,FALSE,FALSE,n
002270,3.6,0,TRUE,FALSE,FALSE,n
002271,3.58,1,FALSE,FALSE,TRUE,n
002272,3.54,1,TRUE,FALSE,TRUE,n
002273,3.98,5,TRUE,TRUE,FALSE,y
002274,3.52,0,TRUE,FALSE,TRUE,n
002275,3.37,0,FALSE,FALSE,FALSE,n
002276,3.84,4,TRUE,TRUE,FALSE,y
002277,3.8,4,FALSE,TRUE,FALSE,y
002278,3.95,1,FALSE,TRUE,FALSE,y
002279,3.6,1,TRUE,FALSE,TRUE,n
002280,3.96,3,FALSE,TRUE,TRUE,y
002281,3.56,1,TRUE,FALSE,FALSE,n
002282,3.59,0,FALSE,TRUE,FALSE,n
002283,3.64,0,FALSE,FALSE,FALSE,n
002284,3.43,1,FALSE,FALSE,FALSE,n
002285,3.74,3,FALSE,FALSE,FALSE,y
002286,3.35,0,FALSE,FALSE,FALSE,n
002287,3.77,4,FALSE,TRUE,FALSE,y
002288,3.81,5,TRUE,TRUE,TRUE,y
002289,3.49,1,FALSE,FALSE,FALSE,n
002290,3.62,1,FALSE,FALSE,TRUE,n
002291,3.83,3,TRUE,TRUE,FALSE,y
002292,3.93,5,TRUE,TRUE,TRUE,y
002293,3.33,0,FALSE,FALSE,FALSE,n
002294,3.53,1,FALSE,FALSE,TRUE,n
002295,3.32,1,TRUE,FALSE,FALSE,n
002296,3.52,1,TRUE,TRUE,FALSE,n
002297,3.44,1,TRUE,FALSE,TRUE,n
002298,3.57,0,TRUE,FALSE,FALSE,n
002299,3.54,0,TRUE,FALSE,TRUE,n
002300,3.88,5,FALSE,TRUE,FALSE,y
002301,3.57,1,TRUE,FALSE,FALSE,n
002302,3.63,0,FALSE,FALSE,FALSE,n
002303,3.34,1,FALSE,FALSE,FALSE,n
002304,3.49,1,FALSE,FALSE,FALSE,n
002305,3.44,1,FALSE,FALSE,FALSE,n
002306,3.8,5,TRUE,TRUE,FALSE,y
002307,3.46,0,FALSE,TRUE,TRUE,n
002308,3.34,0,TRUE,FALSE,TRUE,n
002309,3.73,4,TRUE,TRUE,TRUE,y
002310,3.75,4,FALSE,TRUE,TRUE,y
002311,3.49,0,FALSE,FALSE,FALSE,n
002312,3.95,5,TRUE,TRUE,TRUE,y
002313,3.51,0,TRUE,TRUE,TRUE,n
002314,3.69,2,TRUE,TRUE,TRUE,y
002315,3.5,0,FALSE,FALSE,TRUE,n
002316,3.53,1,TRUE,FALSE,TRUE,n
002317,3.58,1,TRUE,FALSE,FALSE,n
002318,3.39,1,FALSE,TRUE,TRUE,n
002319,3.48,0,TRUE,TRUE,FALSE,n
002320,3.81,2,TRUE,TRUE,TRUE,y
002321,3.49,0,FALSE,FALSE,FALSE,n
002322,3.74,4,FALSE,TRUE,TRUE,y
002323,3.74,3,FALSE,TRUE,TRUE,y
002324,3.68,3,FALSE,TRUE,TRUE,y
002325,3.56,0,TRUE,FALSE,TRUE,n
002326,3.52,0,FALSE,FALSE,TRUE,n
002327,3.32,0,TRUE,FALSE,TRUE,n
002328,3.5,0,FALSE,FALSE,FALSE,n
002329,3.62,1,FALSE,FALSE,FALSE,n
002330,3.99,2,TRUE,TRUE,FALSE,y
002331,3.32,0,TRUE,FALSE,FALSE,n
002332,3.78,3,FALSE,TRUE,TRUE,y
002333,3.97,4,FALSE,TRUE,TRUE,y
002334,3.54,0,FALSE,TRUE,TRUE,n
002335,3.4,0,FALSE,TRUE,FALSE,n
002336,3.81,4,TRUE,TRUE,FALSE,y
002337,3.34,1,TRUE,FALSE,FALSE,n
002338,3.55,1,TRUE,TRUE,FALSE,n
002339,3.6,0,FALSE,FALSE,TRUE,n
002340,3.53,1,TRUE,TRUE,TRUE,n
002341,3.55,0,TRUE,FALSE,TRUE,n
002342,3.53,1,FALSE,FALSE,TRUE,n
002343,3.7,1,FALSE,TRUE,TRUE,y
002344,3.58,1,TRUE,FALSE,TRUE,n
002345,3.95,5,FALSE,TRUE,TRUE,y
002346,3.9,1,TRUE,FALSE,FALSE,y
002347,3.84,1,TRUE,TRUE,FALSE,y
002348,3.82,2,TRUE,TRUE,TRUE,y
002349,3.49,1,TRUE,FALSE,TRUE,n
002350,3.42,0,TRUE,FALSE,TRUE,n
002351,3.77,5,TRUE,TRUE,FALSE,y
002352,3.42,1,FALSE,FALSE,TRUE,n
002353,3.38,1,FALSE,FALSE,FALSE,n
002354,3.62,0,TRUE,FALSE,FALSE,n
002355,3.6,0,TRUE,TRUE,FALSE,n
002356,3.38,1,TRUE,TRUE,TRUE,n
002357,3.55,1,TRUE,TRUE,FALSE,n
002358,3.53,0,TRUE,FALSE,FALSE,n
002359,3.89,1,FALSE,TRUE,FALSE,y
002360,3.93,3,FALSE,TRUE,FALSE,y
002361,3.32,1,TRUE,FALSE,TRUE,n
002362,3.64,0,FALSE,FALSE,FALSE,n
002363,3.32,0,TRUE,FALSE,FALSE,n
002364,3.37,0,FALSE,FALSE,TRUE,n
002365,3.55,0,TRUE,FALSE,FALSE,n
002366,3.32,0,TRUE,FALSE,FALSE,n
002367,3.69,4,TRUE,TRUE,TRUE,y
002368,3.51,1,TRUE,TRUE,TRUE,n
002369,3.38,0,TRUE,FALSE,TRUE,n
002370,3.5,0,FALSE,FALSE,FALSE,n
002371,3.62,1,FALSE,FALSE,TRUE,n
002372,3.8,1,FALSE,TRUE,FALSE,y
002373,3.63,0,TRUE,TRUE,FALSE,n
002374,3.3,0,FALSE,TRUE,FALSE,n
002375,3.42,1,FALSE,FALSE,TRUE,n
002376,3.93,1,FALSE,TRUE,TRUE,y
002377,3.61,1,FALSE,FALSE,FALSE,n
002378,3.91,4,TRUE,TRUE,FALSE,y
002379,3.53,1,TRUE,FALSE,TRUE,n
002380,3.47,1,TRUE,FALSE,FALSE,n
002381,3.42,0,FALSE,FALSE,FALSE,n
002382,3.96,5,FALSE,TRUE,FALSE,y
002383,3.41,0,FALSE,FALSE,FALSE,n
002384,3.61,0,FALSE,FALSE,FALSE,n
002385,3.35,1,TRUE,FALSE,FALSE,n
002386,3.46,0,FALSE,TRUE,FALSE,n
002387,3.41,0,TRUE,FALSE,FALSE,n
002388,3.46,1,FALSE,FALSE,FALSE,n
002389,3.5,1,TRUE,FALSE,TRUE,n
002390,3.46,1,FALSE,FALSE,TRUE,n
002391,3.46,1,TRUE,FALSE,FALSE,n
002392,3.39,0,TRUE,FALSE,TRUE,n
002393,3.76,2,TRUE,TRUE,TRUE,y
002394,3.7,1,FALSE,TRUE,FALSE,y
002395,3.42,0,TRUE,TRUE,FALSE,n
002396,3.39,0,TRUE,FALSE,FALSE,n
002397,3.48,0,TRUE,TRUE,TRUE,n
002398,3.52,1,FALSE,FALSE,FALSE,n
002399,3.69,4,TRUE,TRUE,TRUE,y
002400,3.67,4,TRUE,TRUE,TRUE,y
002401,3.92,4,TRUE,TRUE,TRUE,y
002402,3.72,1,TRUE,FALSE,FALSE,y
002403,3.75,1,FALSE,TRUE,TRUE,y
002404,3.55,1,FALSE,FALSE,FALSE,n
002405,3.33,0,TRUE,FALSE,FALSE,n
002406,3.84,2,TRUE,TRUE,TRUE,y
002407,3.5,1,TRUE,FALSE,FALSE,n
002408,3.87,5,FALSE,TRUE,FALSE,y
002409,3.63,1,FALSE,FALSE,FALSE,n
002410,3.94,1,FALSE,TRUE,FALSE,y
002411,3.59,0,TRUE,FALSE,FALSE,n
002412,3.53,1,FALSE,TRUE,TRUE,n
002413,3.33,1,TRUE,FALSE,FALSE,n
002414,3.59,0,TRUE,FALSE,FALSE,n
002415,3.64,0,TRUE,FALSE,TRUE,n
002416,3.84,1,FALSE,TRUE,TRUE,y
002417,3.95,3,TRUE,TRUE,FALSE,y
002418,3.46,1,FALSE,FALSE,FALSE,n
002419,3.71,4,FALSE,TRUE,FALSE,y
002420,3.42,1,FALSE,FALSE,FALSE,n
002421,3.56,1,TRUE,FALSE,TRUE,n
002422,3.65,1,TRUE,TRUE,FALSE,y
002423,3.58,1,FALSE,FALSE,TRUE,n
002424,3.86,3,TRUE,TRUE,FALSE,y
002425,3.69,1,TRUE,TRUE,FALSE,y
002426,3.64,0,FALSE,FALSE,FALSE,n
002427,3.93,2,TRUE,TRUE,FALSE,y
002428,3.63,1,TRUE,FALSE,FALSE,n
002429,3.93,3,FALSE,TRUE,TRUE,y
002430,3.33,1,TRUE,FALSE,TRUE,n
002431,3.34,0,FALSE,FALSE,TRUE,n
002432,3.64,0,FALSE,TRUE,TRUE,n
002433,3.55,0,TRUE,TRUE,FALSE,n
002434,3.87,3,TRUE,TRUE,FALSE,y
002435,3.83,4,TRUE,TRUE,FALSE,y
002436,3.46,0,FALSE,TRUE,TRUE,n
002437,3.77,5,FALSE,TRUE,FALSE,y
002438,3.44,1,FALSE,FALSE,TRUE,n
002439,3.38,1,FALSE,FALSE,FALSE,n
002440,3.67,5,FALSE,TRUE,TRUE,y
002441,3.66,5,TRUE,TRUE,FALSE,y
002442,3.52,1,FALSE,FALSE,TRUE,n
002443,3.82,4,FALSE,TRUE,FALSE,y
002444,3.54,0,TRUE,FALSE,FALSE,n
002445,4,3,FALSE,TRUE,TRUE,y
002446,3.69,2,TRUE,TRUE,TRUE,y
002447,3.79,1,TRUE,TRUE,FALSE,y
002448,3.95,1,TRUE,TRUE,TRUE,y
002449,3.42,1,TRUE,FALSE,FALSE,n
002450,3.64,1,TRUE,FALSE,TRUE,n
002451,3.85,4,TRUE,TRUE,TRUE,y
002452,3.61,1,TRUE,FALSE,FALSE,n
002453,3.98,5,TRUE,TRUE,TRUE,y
002454,3.78,1,TRUE,TRUE,FALSE,y
002455,3.43,0,FALSE,FALSE,TRUE,n
002456,3.59,1,FALSE,TRUE,TRUE,n
002457,3.9,1,FALSE,TRUE,FALSE,y
002458,3.85,3,FALSE,TRUE,FALSE,y
002459,3.72,2,FALSE,TRUE,TRUE,y
002460,3.54,1,TRUE,TRUE,FALSE,n
002461,3.42,1,TRUE,TRUE,FALSE,n
002462,3.4,0,TRUE,FALSE,FALSE,n
002463,3.57,1,TRUE,FALSE,FALSE,n
002464,3.83,5,FALSE,TRUE,TRUE,y
002465,3.52,1,TRUE,FALSE,TRUE,n
002466,3.5,0,TRUE,FALSE,FALSE,n
002467,3.51,0,FALSE,FALSE,TRUE,n
002468,3.83,2,TRUE,TRUE,FALSE,y
002469,3.88,2,FALSE,TRUE,FALSE,y
002470,3.43,1,FALSE,FALSE,TRUE,n
002471,3.45,0,FALSE,TRUE,FALSE,n
002472,3.48,1,FALSE,FALSE,TRUE,n
002473,3.5,1,FALSE,FALSE,FALSE,n
002474,3.61,0,TRUE,TRUE,TRUE,n
002475,3.59,0,FALSE,FALSE,FALSE,n
002476,3.75,3,TRUE,TRUE,TRUE,y
002477,3.38,0,TRUE,FALSE,FALSE,n
002478,3.99,4,TRUE,TRUE,FALSE,y
002479,3.42,0,FALSE,FALSE,FALSE,n
002480,3.51,0,FALSE,FALSE,FALSE,n
002481,3.52,0,FALSE,FALSE,TRUE,n
002482,3.52,1,TRUE,FALSE,FALSE,n
002483,3.31,0,FALSE,FALSE,FALSE,n
002484,3.86,1,TRUE,TRUE,FALSE,y
002485,3.36,1,TRUE,TRUE,TRUE,n
002486,3.7,5,TRUE,TRUE,FALSE,y
002487,3.77,5,FALSE,TRUE,FALSE,y
002488,3.83,4,TRUE,TRUE,FALSE,y
002489,3.61,0,TRUE,FALSE,FALSE,n
002490,3.34,1,TRUE,TRUE,TRUE,n
002491,3.73,2,TRUE,TRUE,FALSE,y
002492,3.4,0,TRUE,FALSE,FALSE,n
002493,3.41,1,TRUE,TRUE,TRUE,n
002494,3.7,1,FALSE,TRUE,TRUE,y
002495,3.54,0,FALSE,FALSE,TRUE,n
002496,3.59,1,FALSE,FALSE,TRUE,n
002497,3.86,2,FALSE,TRUE,FALSE,y
002498,3.52,1,FALSE,FALSE,TRUE,n
002499,3.35,1,FALSE,FALSE,FALSE,n
002500,3.38,0,FALSE,TRUE,FALSE,n
002501,3.54,0,TRUE,FALSE,FALSE,n
002502,3.78,3,FALSE,TRUE,FALSE,y
002503,3.53,1,TRUE,FALSE,FALSE,n
002504,3.91,2,FALSE,TRUE,TRUE,y
002505,3.67,3,TRUE,TRUE,FALSE,y
002506,3.85,4,FALSE,TRUE,FALSE,y
002507,3.82,4,TRUE,TRUE,TRUE,y
002508,3.38,1,FALSE,FALSE,TRUE,n
002509,3.32,0,TRUE,FALSE,FALSE,n
002510,3.72,5,FALSE,TRUE,FALSE,y
002511,3.78,3,FALSE,TRUE,FALSE,y
002512,3.84,2,TRUE,TRUE,TRUE,y
002513,3.78,5,FALSE,TRUE,TRUE,y
002514,3.34,1,FALSE,FALSE,FALSE,n
002515,3.77,3,FALSE,TRUE,FALSE,y
002516,3.72,1,FALSE,TRUE,TRUE,y
002517,3.62,1,FALSE,FALSE,TRUE,n
002518,3.44,0,TRUE,TRUE,TRUE,n
002519,3.72,5,FALSE,TRUE,TRUE,y
002520,3.4,0,TRUE,FALSE,TRUE,n
002521,3.42,0,FALSE,TRUE,FALSE,n
002522,3.58,1,TRUE,FALSE,TRUE,n
002523,3.8,2,TRUE,TRUE,TRUE,y
002524,3.71,3,TRUE,TRUE,FALSE,y
002525,3.39,1,FALSE,FALSE,FALSE,n
002526,3.58,1,FALSE,FALSE,FALSE,n
002527,3.65,1,TRUE,TRUE,FALSE,y
002528,3.45,0,FALSE,FALSE,TRUE,n
002529,3.86,1,FALSE,TRUE,TRUE,y
002530,3.44,0,TRUE,FALSE,FALSE,n
002531,3.41,1,FALSE,TRUE,FALSE,n
002532,3.76,2,FALSE,TRUE,TRUE,y
002533,3.79,5,FALSE,TRUE,FALSE,y
002534,3.53,1,FALSE,FALSE,FALSE,n
002535,3.73,1,TRUE,TRUE,TRUE,y
002536,3.66,3,FALSE,TRUE,FALSE,y
002537,3.38,1,TRUE,TRUE,TRUE,n
002538,3.62,1,FALSE,FALSE,FALSE,n
002539,3.65,2,TRUE,TRUE,FALSE,y
002540,3.64,0,TRUE,FALSE,FALSE,n
002541,3.81,4,TRUE,TRUE,FALSE,y
002542,3.72,4,FALSE,TRUE,TRUE,y
002543,3.58,0,TRUE,FALSE,FALSE,n
002544,4,2,TRUE,TRUE,FALSE,y
002545,3.84,2,TRUE,TRUE,TRUE,y
002546,3.86,1,TRUE,TRUE,TRUE,y
002547,3.58,1,FALSE,TRUE,TRUE,n
002548,3.92,4,FALSE,TRUE,FALSE,y
002549,3.67,3,TRUE,TRUE,FALSE,y
002550,3.44,0,TRUE,FALSE,TRUE,n
002551,3.83,2,TRUE,TRUE,FALSE,y
002552,3.98,4,FALSE,TRUE,TRUE,y
002553,3.37,0,FALSE,FALSE,FALSE,n
002554,3.39,0,FALSE,FALSE,FALSE,n
002555,3.63,0,TRUE,FALSE,FALSE,n
002556,3.65,1,TRUE,FALSE,TRUE,n
002557,3.57,1,TRUE,FALSE,FALSE,n
002558,3.75,2,FALSE,TRUE,FALSE,y
002559,3.55,1,TRUE,FALSE,FALSE,n
002560,3.68,1,TRUE,TRUE,TRUE,y
002561,3.39,1,FALSE,TRUE,FALSE,n
002562,3.99,4,TRUE,TRUE,FALSE,y
002563,3.95,2,FALSE,TRUE,TRUE,y
002564,3.54,1,FALSE,FALSE,FALSE,n
002565,3.55,0,FALSE,TRUE,FALSE,n
002566,3.78,1,FALSE,TRUE,FALSE,y
002567,3.43,1,TRUE,FALSE,FALSE,n
002568,3.76,5,TRUE,TRUE,TRUE,y
002569,3.78,3,FALSE,TRUE,FALSE,y
002570,3.54,1,FALSE,FALSE,FALSE,n
002571,3.59,1,FALSE,FALSE,TRUE,n
002572,3.53,0,TRUE,FALSE,FALSE,n
002573,3.57,1,FALSE,FALSE,TRUE,n
002574,3.31,1,FALSE,FALSE,TRUE,n
002575,3.56,1,TRUE,FALSE,TRUE,n
002576,3.76,3,TRUE,TRUE,TRUE,y
002577,3.48,0,FALSE,FALSE,FALSE,n
002578,3.98,2,FALSE,TRUE,FALSE,y
002579,3.99,5,FALSE,TRUE,FALSE,y
002580,3.81,3,FALSE,TRUE,FALSE,y
002581,3.94,4,FALSE,TRUE,FALSE,y
002582,3.53,1,TRUE,FALSE,FALSE,n
002583,3.68,3,FALSE,TRUE,FALSE,y
002584,3.74,2,FALSE,TRUE,FALSE,y
002585,3.59,0,TRUE,FALSE,TRUE,n
002586,3.76,4,FALSE,TRUE,TRUE,y
002587,3.71,1,FALSE,TRUE,TRUE,y
002588,3.39,0,TRUE,FALSE,TRUE,n
002589,3.54,0,TRUE,FALSE,FALSE,n
002590,3.69,4,TRUE,TRUE,FALSE,y
002591,3.82,1,TRUE,TRUE,FALSE,y
002592,3.81,5,TRUE,TRUE,TRUE,y
002593,3.88,4,FALSE,TRUE,TRUE,y
002594,3.31,1,FALSE,FALSE,FALSE,n
002595,3.35,0,FALSE,FALSE,FALSE,n
002596,3.99,1,FALSE,TRUE,TRUE,y
002597,3.92,3,TRUE,TRUE,FALSE,y
